host_time,tick,round,route_index,last_node,current_node,next_node,function,mode,stop_reason,line_detail,line_error_x10,line_count,led_count,cross_detail,cross_count,cross_led_count,yaw_x10,pitch_x10,roll_x10,target_x10,gyro_g_x10,gyro_t_x10,line_pid_x10,target_speed_x10,actual_speed_x10,left_speed_x10,right_speed_x10,mileage_x10,line_error,yaw,pitch,roll,target,gyro_g,gyro_t,line_pid,target_speed,actual_speed,left_speed,right_speed,mileage
2026-08-09T11:15:43,3701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,3801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,3901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,4901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,5001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,5101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,5201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-58,0,0,0,0,0,0,0,0,4,0.0,0.0,-2.1,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2026-08-09T11:15:43,28201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:43,28301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:43,28401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:43,28501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:43,28601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:43,28701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,28801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,28901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:44,29601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,29701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,29801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,29901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:45,30701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,30801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,30901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:46,31601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,31701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,31801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,31901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:47,32701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,32801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,32901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:48,33601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,33701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,33801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,33901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:49,34601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,34701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,34801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,34901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35301,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35401,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35501,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:50,35601,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,35701,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,35801,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,35901,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,36001,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,36101,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09T11:15:51,36201,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,-21,-60,0,0,0,0,0,0,0,0,0,0.0,0.0,-2.1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
